operator_reliability_score,operator_compliance_rate,ml_risk_score,final_risk_tier
73.5,0.6375579598145286,0.3990751469861164,LOW
79.2,0.7371820750908357,0.2424516120851171,LOW
73.5,0.6375579598145286,0.3485014853293412,LOW
79.2,0.7371820750908357,0.2426779151147705,LOW
73.5,0.6375579598145286,0.3944737681111533,LOW
73.5,0.6375579598145286,0.2556616596108221,LOW
73.5,0.6375579598145286,0.3467392398705069,LOW
79.2,0.7371820750908357,0.2142665988647866,LOW
79.2,0.7371820750908357,0.2199291990000641,LOW
73.5,0.6375579598145286,0.4258953569507001,MEDIUM
73.5,0.6375579598145286,0.3586582453089126,LOW
79.2,0.7371820750908357,0.2425635258477623,LOW
79.2,0.7371820750908357,0.2423782998721443,LOW
73.5,0.6375579598145286,0.3532742718277238,LOW
73.5,0.6375579598145286,0.3741431323385258,LOW
73.5,0.6375579598145286,0.3777128422711676,LOW
73.5,0.6375579598145286,0.3595621519559151,LOW
79.2,0.7371820750908357,0.5072174164873444,MEDIUM
79.2,0.7371820750908357,0.219987609793722,LOW
73.5,0.6375579598145286,0.564286319977011,MEDIUM
73.5,0.6375579598145286,0.3165745912068943,LOW
79.2,0.7371820750908357,0.2147942996767047,LOW
73.5,0.6375579598145286,0.3486033839253025,LOW
79.2,0.7371820750908357,0.2421084011005553,LOW
73.5,0.6375579598145286,0.3800548376732647,LOW
73.5,0.6375579598145286,0.380116744682756,LOW
79.2,0.7371820750908357,0.2257985295482325,LOW
79.2,0.7371820750908357,0.2254367239282945,LOW
79.2,0.7371820750908357,0.2253193818793216,LOW
73.5,0.6375579598145286,0.427236012174363,MEDIUM
79.2,0.7371820750908357,0.2139453904381428,LOW
79.2,0.7371820750908357,0.2137147962144306,LOW
73.5,0.6375579598145286,0.3894567444478066,LOW
73.5,0.6375579598145286,0.5180949629740326,MEDIUM
79.2,0.7371820750908357,0.2419837310165072,LOW
73.5,0.6375579598145286,0.358726645066427,LOW
73.5,0.6375579598145286,0.2554946163592234,LOW
73.5,0.6375579598145286,0.3730731241166672,LOW
79.2,0.7371820750908357,0.2197568283893356,LOW
73.5,0.6375579598145286,0.5998597323063029,MEDIUM
73.5,0.6375579598145286,0.3485989157853563,LOW
79.2,0.7371820750908357,0.2403251396384847,LOW
79.2,0.7371820750908357,0.2357976639660292,LOW
79.2,0.7371820750908357,0.2405085011029569,LOW
79.2,0.7371820750908357,0.2421640669162074,LOW
73.5,0.6375579598145286,0.3386712310161105,LOW
73.5,0.6375579598145286,0.3811251414125672,LOW
79.2,0.7371820750908357,0.214553934378845,LOW
73.5,0.6375579598145286,0.382588301328731,LOW
79.2,0.7371820750908357,0.2183041831926451,LOW
73.5,0.6375579598145286,0.3485335427627286,LOW
73.5,0.6375579598145286,0.3527708932894183,LOW
73.5,0.6375579598145286,0.2915320850737829,LOW
73.5,0.6375579598145286,0.3282073734400516,LOW
73.5,0.6375579598145286,0.3660517985470539,LOW
73.5,0.6375579598145286,0.3853801192947503,LOW
79.2,0.7371820750908357,0.2134816395223439,LOW
77.1,0.7083333333333334,0.2192648135217151,LOW
